                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                   Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Willie McGee#          CCC     cf  29  .236  .282  .370   411  97  17   7   8  33  26  57 
Fred McGriff*          MAR     1b  24  .307  .415  .645   358 110  32   7  25  81  66  80 
Bill McGuire           CTW     c   24  .286  .444  .571     7   2   2   0   0   0   2   0 
Mark McGwire           BMB     1b  24  .265  .364  .421   385 102  10   1  16  54  59  97 
Mark McLemore#         TEW     2b  23  .263  .327  .335   224  59  10   3   0  17  20  19 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                      ------------Versus Right-handed Pitchers----------- 
Name                   Team     P Age   AVG   OBP   SPC    AB   H  2B  3B  HR RBI  BB   K 
Kevin McReynolds       SUN     lf  28  .305  .338  .477   348 106  17   2  13  56  16  41 
Bobby Meacham#         CTW     2b  27  .200  .375  .233    30   6   1   0   0   3   7   5 
Louie Meadows*         CTW     lf  27  .000  .000  .000     0   0   0   0   0   0   0   0 
Luis Medina            MAR     1b  25  .000  .000  .000     5   0   0   0   0   0   0   2 
Luis Medina            ES?     1b  25  .250  .250  .750     8   2   1   0   1   2   0   4 
Luis Medina                    1b  25  .154  .154  .462    13   2   1   0   1   2   0   6 
Dave Meier             BAR     3b  28 1.000 1.000 1.000     1   1   0   0   0   1   0   0 
Bob Melvin             MAR     c   26  .195  .214  .268    41   8   0   0   1   4   1  10 
Joey Meyer             SUN     dh  26  .000  .000  .000     1   0   0   0   0   0   0   1 
Keith Miller           CTW     2b  25  .244  .244  .293    41  10   0   1   0   4   0   6 
Randy Milligan         FER     1b  26  .364  .391  .500    22   8   0   0   1   2   1   4 
Kevin Mitchell         ES?     3b  26  .259  .317  .454   359  93  15   5  15  54  28  68 
Paul Molitor           TEW     3b  31  .309  .353  .435   398 123  19   5   7  65  29  49 
Keith Moreland         BAR     1b  34  .244  .279  .333   312  76  13   0   5  33  14  39 
Russ Morman            BMB     lf  26  .120  .120  .120    25   3   0   0   0   1   0   7 
Hal Morris*            GBP     lf  23  .067  .067  .067    15   1   0   0   0   1   0   7 
John Morris*           TEW     lf  27  .333  .333  .500    12   4   0   1   0   1   0   3 
Jim Morrison           ES?     3b  35  .225  .236  .296    71  16   5   0   0   5   1  19 
Lloyd Moseby*          BMB     cf  28  .201  .295  .278   309  62   6   6   2  20  42  57 
John Moses#            CEN     lf  30  .077  .143  .077    13   1   0   0   0   0   1   2 
Rance Mulliniks*       CTW     dh  32  .306  .392  .472   108  33   7   1   3  13  15  19 
Rance Mulliniks*       EVN     dh  32  .307  .375  .444   225  69   8   1   7  27  25  39 
Rance Mulliniks*               dh  32  .306  .380  .453   333 102  15   2  10  40  40  58 
Dale Murphy            CTW     rf  32  .179  .220  .205    39   7   1   0   0   0   1   9 
Dwayne Murphy*         SUN     cf  33  .284  .374  .355   141  40   4   0   2  11  21  15 
Eddie Murray#          BAR     1b  32  .300  .363  .491   426 128  14   2  21  68  46  53 
Al Newman#             EVN     3b  28  .241  .290  .253    87  21   1   0   0  10   6  10 
Carl Nichols           TEW     c   25  .000  .000  .000     2   0   0   0   0   0   0   0 
Tom Nieto              FER     c   27  .115  .164  .115    52   6   0   0   0   2   1  16 
Donell Nixon           CEN     lf  26  .444  .444  .556     9   4   1   0   0   2   0   1 
Otis Nixon#            CIN     cf  29  .400  .526  .533    15   6   2   0   0   1   4   0 
Matt Nokes*            CTW     c   24  .261  .317  .372   234  61   6   1   6  41  20  25 
Charlie O'Brien        NFG     c   28  .277  .299  .426    94  26   8   0   2  10   3  18 
Pete O'Brien*          MAR     1b  30  .235  .304  .333    51  12   2   0   1   6   5   7 
Paul O'Neill*          CCC     rf  25  .218  .273  .350   266  58  10   2   7  29  18  30 
Ken Oberkfell*         GBP     3b  32  .251  .318  .324   179  45   7   3   0  18  16  17 
Ron Oester#            TEW     2b  32  .389  .417  .438   144  56   5   1   0  13   7  21 
Jose Oquendo#          NEE     2b  24  .212  .296  .253   269  57   8   0   1  18  32  29 
Joe Orsulak*           NFG     rf  26  .267  .304  .466   131  35   8   3   4  15   5   8 
Spike Owen#            FER     ss  27  .235  .298  .309   162  38  10   1   0  10  15  12 
Mike Pagliarulo*       FHK     3b  28  .197  .279  .279    61  12   2   0   1   3   7  14 
Tom Pagnozzi           GBP     1b  25  .262  .303  .357    84  22   2   0   2  13   4  14 
Rafael Palmeiro*       CIN     lf  23  .318  .355  .443   314 100  28   1   3  35  18  21 
Johnny Paredes         SUN     2b  25  .333  .500  .333     3   1   0   0   0   0   1   0 
Mark Parent            NFG     c   26  .097  .125  .129    31   3   1   0   0   0   1   5 
Kelly Paris            SUN     1b  30  .167  .167  .167     6   1   0   0   0   0   0   0 
Dave Parker*           SUN     dh  37  .250  .250  .250     4   1   0   0   0   0   0   0 
Lance Parrish          CIN     c   32  .169  .240  .254   189  32   4   0   4  14  18  56 
Larry Parrish          CCC     dh  34  .000  .000  .000     2   0   0   0   0   0   0   2 
Dan Pasqua*            MAR     lf  26  .182  .251  .286   154  28   7   0   3  15  14  31 
Bill Pecota            BAR     ss  28  .133  .170  .133    45   6   0   0   0   1   2   6 
Al Pedrique            RYK     ss  27  .091  .200  .091    22   2   0   0   0   2   3   9 
Tony Pena              EVN     c   31  .221  .261  .248   222  49   3   0   1  14  12  47 
Terry Pendleton#       CCC     3b  27  .211  .243  .277   213  45   6   1   2  16  10  36 
Tony Perezchica        BAR     2b  22  .222  .222  .222     9   2   0   0   0   0   0   0 
Gerald Perry*          CCC     1b  27  .333  .361  .400   135  45   6   0   1  12   7  10 
Geno Petralli*         NEE     c   28  .252  .319  .329   298  75  11   3   2  20  30  40 
Gary Pettis#           FHK     cf  30  .154  .340  .205    39   6   0   1   0   0  11   5 
Ken Phelps*            SUN     dh  33  .329  .433  .659   170  56   8   0  16  44  30  33 
Tony Phillips#         BAR     2b  29  .206  .320  .280   107  22   4   2   0   8  17  28 
Luis Polonia#          BMB     lf  23  .291  .335  .406   261  76  15   6   1  17  18  32 
Jim Presley            GBP     3b  26  .250  .250  .250     4   1   0   0   0   0   0   1 
Tom Prince             CCC     c   23  .200  .238  .250    40   8   2   0   0   3   2  14 
Kirby Puckett          GBP     cf  27  .302  .313  .440   377 114  20   4   8  42   5  62 
Terry Puhl*            CEN     lf  31  .318  .374  .398   176  56  12   1   0  20  17  21 
Luis Quinones#         FER     ss  26  .265  .265  .382    34   9   4   0   0   4   0   8 
Rey Quinones           TEW     ss  24  .255  .255  .364    55  14   6   0   0   4   0   8 
Carlos Quintana        NFG     rf  22  .000  .000  .000     5   0   0   0   0   0   0   4 
Jamie Quirk*           SUN     c   33  .282  .355  .446   195  55   9   1   7  25  22  34 
John Rabb              BAR     rf  28 1.000 1.000 2.000     1   1   1   0   0   1   0   0 
Tim Raines#            TEW     lf  28  .240  .329  .339   342  82   9   8   3  32  46  32 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                      ------------Versus Right-handed Pitchers----------- 
Name                   Team     P Age   AVG   OBP   SPC    AB   H  2B  3B  HR RBI  BB   K 
Rafael Ramirez         BBG     ss  30  .231  .265  .292    65  15   1   0   1   4   2  10 
Domingo Ramos          RYK     1b  30  .333  .333  .333     9   3   0   0   0   1   0   1 
Willie Randolph        ES?     2b  33  .211  .259  .274   303  64  17   1   0  18  18  44 
Johnny Ray#            CEN     2b  31  .333  .359  .444   423 141  33   4   2  59  19  22 
Randy Ready            NEE     3b  28  .249  .335  .384   245  61   8   2   7  30  25  34 
Gary Redus             NFG     lf  31  .257  .333  .401   257  66   6   5   7  18  29  65 
Jeff Reed*             CIN     c   25  .205  .323  .244    78  16   1   1   0  11  13   8 
Jody Reed              EVN     ss  25  .228  .318  .281   267  61  10   2   0  27  31  19 
Kevin Reimer*          NEE     dh  24  .130  .130  .261    23   3   0   0   1   4   0   4 
Rich Renteria          ES?     ss  26  .100  .174  .100    20   2   0   0   0   2   2   5 
Craig Reynolds*        RYK     ss  35  .318  .362  .455    44  14   6   0   0   2   3   3 
Harold Reynolds#       FHK     2b  27  .228  .295  .304   289  66  12   5   0  24  26  23 
R.J. Reynolds#         FER     rf  29  .187  .253  .253    75  14   2   0   1   7   7  19 
Jim Rice               GBP     dh  35  .295  .345  .424   132  39   6   1   3  16  11  27 
Ernest Riles*          GBP     3b  27  .293  .322  .415   229  67  11   7   1  25  10  48 
Billy Ripken           FER     2b  23  .244  .256  .354    82  20   7   1   0   5   1   6 
Cal Ripken             CCC     ss  27  .253  .341  .417   427 108  18   2  16  50  51  54 
Luis Rivera            BMB     ss  24  .268  .309  .362   257  69  10   1   4  20  12  43 
Bip Roberts#           BBG     3b  24  .125  .273  .125     8   1   0   0   0   1   2   2 
Ruben Rodriguez        CTW     c   23  .333  .333  .333     6   2   0   0   0   0   0   1 
Ron Roenicke#          NEE     rf  31  .100  .100  .100    10   1   0   0   0   1   0   2 
Ed Romero              NEE     3b  30  .176  .222  .176    17   3   0   0   0   0   1   1 
Rolando Roomes         CIN     lf  26  .333  .333  .333     3   1   0   0   0   1   0   2 
Jerry Royster          BMB     cf  35  .292  .393  .500    24   7   1   2   0   5   2   4 
Paul Runge             SUN     3b  30  .000  .000  .000     0   0   0   0   0   0   0   0 
Chris Sabo             FHK     3b  26  .245  .288  .340   400  98  24   4   2  27  20  51 
Mark Salas*            BMB     c   27  .325  .379  .422   154  50   9   0   2  18  12  12 
Luis Salazar           SUN     lf  32  .194  .247  .254    67  13   1   0   1   5   2  14 
Juan Samuel            RYK     2b  27  .221  .276  .359   398  88  18   5   9  41  20 116 
Ryne Sandberg          NFG     2b  28  .253  .305  .453   364  92  15   5  16  45  26  61 
Rafael Santana         RYK     ss  30  .205  .271  .256   117  24   4   1   0   8  11  23 
Benito Santiago        NEE     c   23  .212  .264  .286   241  51  11   2   1   5  17  40 
Nelson Santovenia      CTW     c   26  .244  .306  .356    45  11   5   0   0   2   1  12 
Mackey Sasser*         CIN     c   25  .282  .328  .436   110  31   8   3   1  15   8   8 
Steve Sax              CCC     2b  28  .251  .287  .316   386  97  11   4   2  37  16  37 
Mike Schmidt           CTW     3b  38  .187  .279  .267    75  14   3   0   1   5   8  14 
Dick Schofield         CTW     ss  25  .444  .444  .444     9   4   0   0   0   1   0   1 
Bill Schroeder         BMB     c   29  .154  .179  .231    65  10   0   1   1   4   0  21 
Mike Scioscia*         CCC     c   29  .265  .311  .387   238  63   6   1   7  29  17  19 
Kevin Seitzer          FER     3b  26  .210  .295  .284   324  68  13   1   3  32  37  71 
Mike Sharperson        CEN     2b  26  .341  .341  .341    41  14   0   0   0   2   0   7 
Larry Sheets*          RYK     dh  28  .133  .188  .200    45   6   3   0   0   3   2  10 
Gary Sheffield         NEE     ss  19  .286  .338  .540    63  18   1   0   5  10   4   4 
John Shelby#           CTW     cf  30  .344  .417  .625    32  11   2   2   1   6   4   7 
John Shelby#           EVN     cf  30  .288  .339  .449   156  45   8   1   5  14  12  42 
John Shelby#                   cf  30  .298  .353  .479   188  56  10   3   6  20  16  49 
Pat Sheridan*          SUN     lf  30  .294  .338  .383   269  79  10   1   4  30  20  36 
Ruben Sierra#          ES?     rf  22  .289  .327  .458   360 104  19   3  12  48  23  51 
Ted Simmons#           RYK     1b  38  .176  .263  .176    17   3   0   0   0   1   2   2 
Matt Sinatro           CTW     c   28  .333  .333  .750    12   4   2   0   1   3   0   1 
Joel Skinner           RYK     c   27  .241  .267  .448    29   7   1   1   1   3   1   7 
Don Slaught            CEN     c   29  .267  .284  .362   105  28   3   2   1  12   2  21 
Lonnie Smith           ES?     lf  32  .282  .300  .359    39  11   3   0   0   1   1  10 
Ozzie Smith#           BAR     ss  33  .298  .386  .390   356 106  21   0   4  45  53  25 
Van Snider*            CIN     lf  24  .233  .226  .433    30   7   0   0   2   4   0  11 
Cory Snyder            SUN     rf  25  .214  .256  .364   154  33   4   2   5  22   8  32 
Chris Speier           FER     2b  38  .248  .282  .324   105  26   2   0   2  12   2  28 
Pete Stanicek#         BMB     lf  25  .158  .158  .211    19   3   1   0   0   2   0   4 
Pete Stanicek#         NFG     lf  25  .163  .265  .233    43   7   3   0   0   0   6  10 
Pete Stanicek#                 lf  25  .161  .235  .226    62  10   4   0   0   2   6  14 
Mike Stanley           SUN     c   25  .317  .386  .397    63  20   2   0   1   8   7  13 
Terry Steinbach        BMB     c   26  .237  .302  .415   236  56  12   3   8  37  17  49 
Kurt Stillwell#        SUN     ss  23  .302  .375  .433   252  76  15   3   4  20  31  40 
Darryl Strawberry*     CEN     rf  26  .283  .381  .567   374 106  27   8  21  69  60  67 
Franklin Stubbs*       ES?     1b  27  .185  .259  .324   222  41  11   1   6  21  22  61 
Jim Sundberg           SUN     c   37  .000  .000  .000     1   0   0   0   0   0   0   0 
B.J. Surhoff*          MAR     c   23  .266  .282  .325   323  86  11   1   2  28   8  38 
Dale Sveum#            RYK     ss  24  .264  .302  .440    91  24   4   0   4   9   5  24 
Pat Tabler             BBG     dh  30  .125  .222  .125     8   1   0   0   0   0   1   1 
Danny Tartabull        NEE     rf  25  .241  .335  .433   395  95  20   4  16  56  56 121 
Wilfredo Tejada        CTW     c   25  .000  .000  .000     5   0   0   0   0   1   0   2 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                      ------------Versus Right-handed Pitchers----------- 
Name                   Team     P Age   AVG   OBP   SPC    AB   H  2B  3B  HR RBI  BB   K 
Garry Templeton#       BBG     ss  32  .292  .326  .443   332  97  18   7   6  45  16  32 
Mickey Tettleton#      ES?     c   27  .308  .344  .425   120  37  10   2   0  17   7  30 
Tim Teufel             NEE     2b  29  .216  .263  .313   227  49  10   0   4  18  15  60 
Andres Thomas          MAR     ss  24  .214  .241  .214    28   6   0   0   0   2   0   4 
Milt Thompson*         CIN     cf  29  .293  .351  .358   307  90   6   4   2  18  27  47 
Robby Thompson         CTW     2b  26  .211  .287  .297   232  49   6   1   4  20  21  59 
Dickie Thon            NEE     ss  30  .220  .289  .277   173  38   5   1   1   9  15  40 
